code_challenge_score,technical_interview_score,approved_by_the_code_challenge,approved_by_the_technical_interview,approved_in_both_tests,country_key,candidate_key,technology_key,seniority_key,date_key
1,3,False,False,False,240,30444,1,1,20181120
4,3,False,False,False,92,30445,20,4,20220329
0,3,False,False,False,26,30446,20,7,20181004
7,1,True,False,False,20,30447,6,1,20211017
3,9,False,True,False,40,30448,10,2,20220215
0,6,False,False,False,177,30449,13,7,20210820
1,5,False,False,False,116,30450,3,4,20210903
10,8,True,True,True,180,30451,8,7,20210726
10,4,True,False,False,213,30452,15,5,20201126
3,7,False,True,False,10,30453,21,5,20210612
7,7,True,True,True,41,30454,16,6,20220203
2,0,False,False,False,144,30455,14,1,20220304
10,1,True,False,False,155,30456,1,6,20191009
9,3,True,False,False,144,30457,2,3,20211015
6,1,False,False,False,133,30458,15,3,20210624
10,3,True,False,False,7,30459,3,7,20201212
5,2,False,False,False,30,30460,6,6,20180706
5,4,False,False,False,244,30461,10,6,20180609
8,6,True,False,False,82,30462,24,1,20200111
6,3,False,False,False,190,30463,13,3,20180807
9,9,True,True,True,74,30464,6,3,20180728
8,2,True,False,False,189,30465,14,1,20200403
6,5,False,False,False,194,30466,6,4,20180523
10,5,True,False,False,13,30467,3,5,20220203
7,8,True,True,True,108,30468,23,4,20180311
1,10,False,True,False,3,30469,11,3,20180214
2,2,False,False,False,137,30470,1,2,20190423
7,6,True,False,False,5,30471,9,2,20180804
10,7,True,True,True,176,30472,9,1,20220409
3,10,False,True,False,181,30473,15,3,20180729
6,5,False,False,False,112,30474,8,5,20200413
3,8,False,True,False,19,30475,7,3,20180707
5,0,False,False,False,219,30476,23,5,20200922
3,6,False,False,False,169,30477,8,6,20190409
2,1,False,False,False,235,30478,6,4,20181123
1,7,False,True,False,238,30479,10,1,20180813
10,10,True,True,True,240,30480,15,4,20220402
4,8,False,True,False,12,30481,1,4,20180407
10,3,True,False,False,112,30482,6,5,20180529
10,10,True,True,True,163,30483,8,2,20180506
5,9,False,True,False,28,30484,19,3,20200831
1,2,False,False,False,147,30485,11,5,20210420
6,2,False,False,False,131,30486,24,1,20210818
2,8,False,True,False,167,30487,13,4,20191202
9,8,True,True,True,33,30488,19,2,20210610
3,0,False,False,False,131,30489,12,6,20180123
6,2,False,False,False,118,30490,11,1,20200424
9,9,True,True,True,151,30491,10,4,20200401
8,4,True,False,False,21,30492,20,7,20181217
4,0,False,False,False,144,30493,7,5,20210430
6,10,False,True,False,83,30494,22,3,20200613
8,2,True,False,False,23,30495,11,2,20220223
7,10,True,True,True,208,30496,13,4,20220404
4,5,False,False,False,167,30497,9,2,20211216
2,4,False,False,False,142,30498,17,3,20201230
4,4,False,False,False,225,30499,22,7,20190611
9,7,True,True,True,145,30500,13,5,20190515
4,7,False,True,False,126,30501,15,2,20200103
1,5,False,False,False,207,30502,17,5,20190901
9,4,True,False,False,6,30503,20,5,20190726
10,7,True,True,True,76,30504,23,4,20180504
3,2,False,False,False,200,30505,19,1,20200907
4,5,False,False,False,32,30506,13,5,20200711
6,4,False,False,False,26,30507,12,3,20180620
10,6,True,False,False,1,30508,3,1,20210120
6,0,False,False,False,8,30509,17,6,20200909
9,4,True,False,False,161,30510,19,6,20220601
2,5,False,False,False,193,30511,19,2,20180315
8,5,True,False,False,45,30512,23,5,20190812
5,4,False,False,False,34,30513,16,2,20200421
8,7,True,True,True,84,30514,2,3,20191231
1,9,False,True,False,49,30515,21,2,20201126
6,9,False,True,False,162,30516,18,4,20190318
5,7,False,True,False,181,30517,21,3,20190403
5,1,False,False,False,175,30518,12,6,20210611
2,9,False,True,False,211,30519,13,1,20191121
1,9,False,True,False,185,30520,15,4,20200320
1,3,False,False,False,239,30521,7,7,20190824
3,2,False,False,False,93,30522,13,7,20200703
1,4,False,False,False,167,30523,7,5,20200108
8,0,True,False,False,216,30524,14,6,20180508
3,3,False,False,False,214,30525,1,2,20190529
3,3,False,False,False,184,30526,23,1,20210915
10,9,True,True,True,84,30527,9,2,20201031
9,3,True,False,False,29,30528,21,5,20191122
5,4,False,False,False,198,30529,17,5,20210503
5,1,False,False,False,105,30530,5,6,20191212
9,9,True,True,True,83,30531,20,6,20210406
0,9,False,True,False,143,30532,8,3,20211215
3,9,False,True,False,36,30533,13,2,20200303
8,7,True,True,True,144,30534,2,7,20210217
9,4,True,False,False,23,30535,17,4,20210214
4,0,False,False,False,129,30536,1,2,20190322
10,4,True,False,False,142,30537,10,7,20191009
6,3,False,False,False,103,30538,10,1,20190310
0,7,False,True,False,103,30539,9,7,20201030
7,6,True,False,False,101,30540,5,6,20200207
1,3,False,False,False,34,30541,16,1,20200330
9,10,True,True,True,63,30542,10,3,20190515
2,9,False,True,False,4,30543,23,7,20190905
10,10,True,True,True,76,30544,8,5,20200113
0,8,False,True,False,115,30545,7,4,20211120
8,5,True,False,False,139,30546,22,3,20200522
5,9,False,True,False,149,30547,16,5,20210104
6,2,False,False,False,46,30548,22,5,20210910
2,7,False,True,False,3,30549,2,5,20191123
8,2,True,False,False,92,30550,17,5,20191025
9,1,True,False,False,20,30551,22,3,20211117
2,0,False,False,False,177,30552,13,6,20210911
3,7,False,True,False,151,30553,12,3,20180204
4,2,False,False,False,230,30554,18,6,20200904
4,1,False,False,False,105,30555,10,2,20201231
6,5,False,False,False,137,30556,1,7,20180829
6,10,False,True,False,142,30557,18,3,20210915
10,10,True,True,True,14,30558,14,3,20211129
1,7,False,True,False,131,30559,8,6,20211228
6,10,False,True,False,19,30560,22,2,20210630
4,6,False,False,False,124,30561,10,7,20200522
0,4,False,False,False,17,30562,15,2,20200719
0,9,False,True,False,154,30563,23,2,20220112
1,6,False,False,False,119,30564,14,6,20180318
1,7,False,True,False,237,30565,13,7,20220306
0,5,False,False,False,90,30566,11,3,20180305
8,4,True,False,False,4,30567,1,5,20180221
1,10,False,True,False,85,30568,1,7,20200614
1,10,False,True,False,23,30569,14,2,20210327
10,9,True,True,True,106,30570,4,6,20190514
8,6,True,False,False,47,30571,12,1,20200720
3,3,False,False,False,95,30572,12,7,20190803
5,3,False,False,False,118,30573,6,5,20220331
10,7,True,True,True,148,30574,18,5,20200209
8,1,True,False,False,45,30575,7,7,20180404
2,8,False,True,False,75,30576,23,4,20200613
4,10,False,True,False,242,30577,5,5,20210308
4,10,False,True,False,141,30578,3,4,20210422
10,9,True,True,True,198,30579,19,7,20220507
9,0,True,False,False,158,30580,5,1,20210220
10,9,True,True,True,181,30581,8,2,20210305
0,1,False,False,False,163,30582,4,1,20180930
5,7,False,True,False,86,30583,6,6,20211013
3,2,False,False,False,158,30584,7,2,20200112
2,10,False,True,False,166,30585,20,3,20190115
2,3,False,False,False,51,30586,16,4,20200206
6,10,False,True,False,109,30587,23,3,20220419
9,5,True,False,False,23,30588,8,6,20180628
7,9,True,True,True,136,30589,19,1,20190323
4,3,False,False,False,195,30590,2,6,20201230
3,4,False,False,False,123,30591,8,2,20180701
6,5,False,False,False,241,30592,13,2,20190102
10,0,True,False,False,158,30593,4,7,20220105
10,6,True,False,False,223,30594,24,5,20200502
4,6,False,False,False,192,30595,15,4,20191218
6,6,False,False,False,17,30596,14,6,20200302
2,6,False,False,False,180,30597,23,7,20220114
9,9,True,True,True,59,30598,24,5,20211216
5,7,False,True,False,208,30599,14,6,20180625
5,6,False,False,False,159,30600,2,7,20220512
4,4,False,False,False,155,30601,4,1,20191126
7,8,True,True,True,11,30602,20,3,20220216
9,9,True,True,True,142,30603,18,1,20210905
4,10,False,True,False,59,30604,18,3,20190703
2,10,False,True,False,157,30605,24,5,20190217
7,6,True,False,False,173,30606,19,6,20200409
3,2,False,False,False,148,30607,21,4,20181015
5,4,False,False,False,143,30608,8,6,20180102
7,7,True,True,True,166,30609,4,4,20210210
0,1,False,False,False,14,30610,23,4,20200413
4,9,False,True,False,233,30611,6,1,20190502
4,3,False,False,False,19,30612,4,3,20210604
2,3,False,False,False,118,30613,21,3,20191123
3,2,False,False,False,217,30614,24,2,20201224
10,6,True,False,False,244,30615,11,4,20180614
0,9,False,True,False,166,30616,18,6,20210423
5,0,False,False,False,4,30617,4,7,20210525
9,2,True,False,False,208,30618,16,3,20191112
3,6,False,False,False,151,30619,15,6,20180506
2,1,False,False,False,175,30620,8,3,20210113
8,7,True,True,True,136,30621,7,5,20190321
8,8,True,True,True,68,30622,18,4,20190210
6,9,False,True,False,184,30623,16,1,20180329
5,9,False,True,False,72,30624,13,6,20210819
1,8,False,True,False,68,30625,13,2,20220604
5,8,False,True,False,1,30626,22,7,20180717
4,6,False,False,False,53,30627,6,5,20210508
1,8,False,True,False,32,30628,19,2,20210511
8,6,True,False,False,23,30629,7,4,20180926
5,7,False,True,False,142,30630,22,2,20180617
4,6,False,False,False,171,30631,10,2,20200501
5,7,False,True,False,111,30632,14,7,20180105
4,8,False,True,False,194,30633,11,3,20211109
7,6,True,False,False,84,30634,20,2,20201211
6,2,False,False,False,53,30635,4,1,20180805
5,4,False,False,False,125,30636,18,4,20211220
4,2,False,False,False,47,30637,17,1,20200222
3,9,False,True,False,171,30638,13,3,20201223
5,9,False,True,False,136,30639,23,7,20190928
7,10,True,True,True,162,30640,22,3,20200321
6,8,False,True,False,142,30641,24,7,20191231
4,10,False,True,False,31,30642,11,7,20191124
8,10,True,True,True,198,30643,19,2,20180524
1,9,False,True,False,122,30644,6,7,20180713
6,9,False,True,False,37,30645,15,3,20210325
3,7,False,True,False,3,30646,14,1,20210409
5,6,False,False,False,239,30647,8,6,20200304
5,5,False,False,False,204,30648,19,3,20191203
8,6,True,False,False,88,30649,23,3,20220213
5,8,False,True,False,3,30650,19,6,20180421
1,6,False,False,False,163,30651,24,7,20180912
9,10,True,True,True,156,30652,4,2,20180511
0,7,False,True,False,187,30653,11,6,20201116
10,5,True,False,False,106,30654,19,1,20201023
9,2,True,False,False,195,30655,6,7,20210720
2,0,False,False,False,194,30656,16,4,20190209
3,8,False,True,False,133,30657,15,1,20220321
0,9,False,True,False,3,30658,7,3,20201231
4,6,False,False,False,81,30659,3,2,20200109
10,3,True,False,False,60,30660,14,4,20200127
2,1,False,False,False,57,30661,13,5,20200805
7,6,True,False,False,87,30662,18,3,20191113
6,1,False,False,False,183,30663,22,4,20191123
8,0,True,False,False,182,30664,24,5,20190204
9,9,True,True,True,220,30665,12,4,20210828
8,8,True,True,True,238,30666,19,3,20200818
0,7,False,True,False,12,30667,23,4,20220405
9,9,True,True,True,110,30668,23,3,20210126
6,2,False,False,False,136,30669,18,1,20200129
9,0,True,False,False,112,30670,10,6,20190509
1,3,False,False,False,160,30671,17,1,20210305
3,8,False,True,False,70,30672,7,6,20190105
3,5,False,False,False,165,30673,7,2,20220214
6,7,False,True,False,215,30674,14,6,20220506
5,9,False,True,False,196,30675,5,7,20180426
10,5,True,False,False,170,30676,6,2,20220102
2,6,False,False,False,225,30677,22,2,20210809
1,0,False,False,False,212,30678,7,3,20210626
3,5,False,False,False,225,30679,11,6,20211022
6,2,False,False,False,224,30680,3,7,20181011
6,8,False,True,False,205,30681,16,7,20191031
4,1,False,False,False,174,30682,4,1,20200210
0,8,False,True,False,98,30683,22,5,20181228
9,6,True,False,False,19,30684,11,6,20190131
7,8,True,True,True,92,30685,12,6,20220424
8,10,True,True,True,31,30686,21,4,20191031
5,5,False,False,False,42,30687,8,1,20220520
6,7,False,True,False,237,30688,16,3,20181101
1,9,False,True,False,118,30689,8,7,20210924
8,8,True,True,True,208,30690,16,2,20190927
1,10,False,True,False,16,30691,15,2,20210124
3,8,False,True,False,139,30692,10,7,20180816
10,3,True,False,False,213,30693,4,3,20210615
6,2,False,False,False,157,30694,8,3,20190317
10,3,True,False,False,216,30695,20,2,20190226
6,8,False,True,False,91,30696,21,7,20180214
10,5,True,False,False,37,30697,1,3,20180815
2,10,False,True,False,146,30698,10,1,20180515
2,5,False,False,False,121,30699,2,6,20190212
0,8,False,True,False,236,30700,7,3,20190805
1,2,False,False,False,241,30701,9,3,20210429
5,7,False,True,False,5,30702,17,1,20200929
5,1,False,False,False,78,30703,10,7,20191030
9,2,True,False,False,57,30704,16,1,20200319
7,8,True,True,True,54,30705,6,6,20200603
5,1,False,False,False,104,30706,11,3,20200214
10,0,True,False,False,59,30707,16,3,20200605
7,7,True,True,True,88,30708,4,4,20191116
6,9,False,True,False,96,30709,7,6,20210924
1,0,False,False,False,66,30710,1,1,20180324
10,1,True,False,False,3,30711,3,5,20210717
4,0,False,False,False,92,30712,14,6,20191109
0,8,False,True,False,148,30713,11,3,20211006
10,9,True,True,True,28,30714,2,4,20180530
2,3,False,False,False,29,30715,2,5,20220301
8,6,True,False,False,207,30716,3,1,20191107
2,3,False,False,False,6,30717,11,3,20220129
9,7,True,True,True,116,30718,11,3,20210714
10,2,True,False,False,103,30719,1,4,20211108
4,5,False,False,False,32,30720,24,1,20200613
8,8,True,True,True,193,30721,9,2,20190506
3,8,False,True,False,238,30722,20,4,20210222
7,7,True,True,True,115,30723,12,4,20181230
7,8,True,True,True,175,30724,12,6,20190527
1,0,False,False,False,139,30725,2,2,20200117
2,3,False,False,False,49,30726,18,5,20191009
2,7,False,True,False,14,30727,8,6,20211127
6,1,False,False,False,81,30728,24,7,20210727
9,0,True,False,False,34,30729,3,1,20200809
10,2,True,False,False,132,30730,17,6,20211205
1,1,False,False,False,135,30731,6,2,20200914
0,1,False,False,False,212,30732,11,2,20190928
8,3,True,False,False,238,30733,10,6,20190718
5,2,False,False,False,180,30734,14,3,20180430
0,2,False,False,False,165,30735,21,1,20201224
1,1,False,False,False,113,30736,14,5,20180628
4,5,False,False,False,218,30737,21,7,20201104
4,10,False,True,False,76,30738,23,1,20181019
1,7,False,True,False,3,30739,8,7,20190709
5,8,False,True,False,102,30740,13,6,20210715
10,9,True,True,True,119,30741,23,5,20210205
3,0,False,False,False,157,30742,11,4,20210710
0,2,False,False,False,93,30743,12,2,20180316
5,4,False,False,False,222,30744,6,6,20200909
9,7,True,True,True,99,30745,22,1,20220113
8,8,True,True,True,18,30746,13,2,20190101
7,4,True,False,False,65,30747,8,4,20200321
0,9,False,True,False,56,30748,7,6,20180601
7,3,True,False,False,216,30749,20,5,20181003
6,4,False,False,False,231,30750,3,1,20180630
3,1,False,False,False,6,30751,18,6,20220402
6,10,False,True,False,64,30752,14,1,20180319
0,5,False,False,False,72,30753,7,2,20180920
3,0,False,False,False,210,30754,22,7,20191210
7,5,True,False,False,235,30755,9,6,20190911
7,9,True,True,True,240,30756,13,1,20210128
1,7,False,True,False,220,30757,15,6,20190902
2,7,False,True,False,92,30758,23,7,20220130
6,8,False,True,False,135,30759,19,3,20211212
10,5,True,False,False,32,30760,2,4,20210728
1,5,False,False,False,167,30761,8,7,20220626
8,4,True,False,False,164,30762,7,6,20180312
10,7,True,True,True,139,30763,2,4,20210213
9,3,True,False,False,155,30764,2,7,20181203
5,10,False,True,False,31,30765,4,3,20220201
5,6,False,False,False,15,30766,1,6,20180806
2,3,False,False,False,26,30767,13,2,20190814
8,2,True,False,False,21,30768,4,4,20220629
9,10,True,True,True,200,30769,3,6,20200404
6,3,False,False,False,92,30770,23,2,20201215
4,2,False,False,False,205,30771,9,5,20190630
3,8,False,True,False,44,30772,10,1,20180702
1,1,False,False,False,150,30773,12,4,20180707
4,3,False,False,False,67,30774,21,1,20181118
6,9,False,True,False,139,30775,13,5,20211204
3,1,False,False,False,221,30776,7,7,20220619
9,10,True,True,True,165,30777,13,2,20181014
7,3,True,False,False,11,30778,11,6,20210601
0,1,False,False,False,64,30779,19,1,20180228
7,10,True,True,True,171,30780,9,2,20181222
4,3,False,False,False,150,30781,7,3,20220409
3,6,False,False,False,189,30782,20,4,20200603
1,8,False,True,False,61,30783,19,5,20210703
5,5,False,False,False,45,30784,8,5,20200126
1,5,False,False,False,208,30785,19,7,20210419
7,2,True,False,False,117,30786,20,1,20180615
2,5,False,False,False,34,30787,24,1,20180601
2,7,False,True,False,11,30788,20,3,20190303
0,7,False,True,False,73,30789,23,7,20210509
3,8,False,True,False,46,30790,13,5,20190405
6,5,False,False,False,144,30791,11,2,20200403
7,10,True,True,True,206,30792,20,6,20180131
4,3,False,False,False,222,30793,14,7,20210913
5,3,False,False,False,186,30794,18,2,20180501
7,0,True,False,False,90,30795,19,5,20210305
6,1,False,False,False,99,30796,17,7,20180915
9,1,True,False,False,73,30797,7,2,20210620
3,6,False,False,False,97,30798,16,4,20190624
4,10,False,True,False,171,30799,16,6,20210127
5,4,False,False,False,121,30800,24,3,20200806
9,3,True,False,False,120,30801,14,3,20200912
10,8,True,True,True,158,30802,9,2,20180227
5,7,False,True,False,163,30803,8,2,20191103
6,6,False,False,False,42,30804,7,2,20211102
4,9,False,True,False,199,30805,8,4,20190226
6,10,False,True,False,63,30806,4,2,20190802
10,8,True,True,True,110,30807,7,1,20211006
9,5,True,False,False,75,30808,5,3,20210915
8,0,True,False,False,98,30809,15,3,20210318
2,8,False,True,False,140,30810,19,3,20191122
9,4,True,False,False,240,30811,17,4,20180831
8,6,True,False,False,113,30812,9,2,20181230
10,7,True,True,True,104,30813,1,4,20200801
0,3,False,False,False,35,30814,14,2,20200519
9,2,True,False,False,109,30815,11,3,20220206
6,6,False,False,False,202,30816,12,5,20200409
10,0,True,False,False,185,30817,20,2,20210112
1,9,False,True,False,102,30818,13,3,20180715
7,3,True,False,False,140,30819,23,2,20180515
6,4,False,False,False,147,30820,15,5,20180629
9,3,True,False,False,244,30821,24,1,20190815
3,2,False,False,False,120,30822,11,1,20190115
3,9,False,True,False,11,30823,19,4,20211012
3,10,False,True,False,150,30824,4,2,20210718
4,6,False,False,False,86,30825,20,1,20220420
10,4,True,False,False,142,30826,21,7,20180624
7,0,True,False,False,223,30827,20,6,20180729
4,5,False,False,False,215,30828,7,5,20201116
8,6,True,False,False,104,30829,23,3,20200504
9,10,True,True,True,58,30830,13,5,20200318
10,7,True,True,True,88,30831,6,2,20181006
4,6,False,False,False,157,30832,12,4,20220415
6,2,False,False,False,182,30833,9,1,20190410
1,5,False,False,False,239,30834,8,1,20190907
2,8,False,True,False,239,30835,3,4,20210425
1,10,False,True,False,34,30836,6,6,20210307
10,4,True,False,False,148,30837,9,7,20220616
7,3,True,False,False,11,30838,7,3,20220326
4,3,False,False,False,219,30839,13,1,20201225
1,9,False,True,False,152,30840,21,1,20201028
5,5,False,False,False,81,30841,4,2,20180603
0,2,False,False,False,199,30842,10,2,20220526
10,4,True,False,False,139,30843,5,5,20190520
6,5,False,False,False,231,30844,1,4,20180408
7,2,True,False,False,224,30845,23,4,20191004
7,8,True,True,True,161,30846,18,3,20220426
5,6,False,False,False,34,30847,15,7,20200331
1,0,False,False,False,175,30848,1,7,20220423
4,3,False,False,False,197,30849,10,5,20180604
10,10,True,True,True,23,30850,14,2,20191220
7,2,True,False,False,238,30851,19,7,20210718
9,5,True,False,False,17,30852,3,3,20190121
9,0,True,False,False,33,30853,8,5,20180706
10,5,True,False,False,227,30854,17,3,20190113
2,3,False,False,False,62,30855,18,6,20200910
7,0,True,False,False,162,30856,17,3,20180711
5,6,False,False,False,61,30857,10,6,20180106
2,2,False,False,False,91,30858,14,5,20210821
10,6,True,False,False,127,30859,18,7,20220513
6,5,False,False,False,214,30860,16,1,20180926
5,1,False,False,False,196,30861,14,3,20190323
2,9,False,True,False,40,30862,8,3,20190922
10,7,True,True,True,101,30863,15,5,20190609
6,1,False,False,False,218,30864,21,2,20180426
0,1,False,False,False,62,30865,8,4,20180706
2,6,False,False,False,35,30866,9,1,20180823
6,5,False,False,False,67,30867,21,6,20220109
4,1,False,False,False,102,30868,23,7,20200224
3,6,False,False,False,111,30869,10,7,20200824
2,5,False,False,False,184,30870,20,6,20190815
4,4,False,False,False,6,30871,2,2,20210409
9,0,True,False,False,86,30872,15,5,20210516
3,0,False,False,False,175,30873,4,6,20201201
7,4,True,False,False,22,30874,17,2,20180901
3,6,False,False,False,200,30875,23,5,20220221
7,2,True,False,False,117,30876,1,3,20200619
10,8,True,True,True,75,30877,1,6,20220212
10,0,True,False,False,188,30878,8,4,20181127
8,6,True,False,False,40,30879,21,6,20210520
7,5,True,False,False,160,30880,13,2,20190720
4,7,False,True,False,189,30881,3,7,20210615
8,5,True,False,False,138,30882,19,4,20190315
8,6,True,False,False,178,30883,7,6,20200427
0,1,False,False,False,178,30884,16,5,20190522
8,3,True,False,False,168,30885,3,6,20201113
7,5,True,False,False,159,30886,11,4,20201210
7,8,True,True,True,11,30887,23,3,20211110
5,6,False,False,False,24,30888,3,6,20200808
1,8,False,True,False,2,30889,24,4,20180328
6,1,False,False,False,94,30890,15,3,20191110
7,8,True,True,True,5,30891,5,5,20181230
8,9,True,True,True,34,30892,1,4,20210227
2,2,False,False,False,83,30893,7,2,20220620
1,4,False,False,False,235,30894,8,5,20220202
10,7,True,True,True,20,30895,22,3,20190828
10,6,True,False,False,132,30896,6,4,20190109
8,8,True,True,True,61,30897,4,5,20190708
9,1,True,False,False,66,30898,23,3,20200729
2,3,False,False,False,158,30899,17,5,20201207
4,8,False,True,False,5,30900,23,1,20181222
2,0,False,False,False,50,30901,16,4,20190101
7,8,True,True,True,16,30902,10,2,20180819
10,5,True,False,False,94,30903,11,1,20191203
3,2,False,False,False,25,30904,4,6,20201026
1,9,False,True,False,60,30905,13,7,20190308
3,2,False,False,False,177,30906,24,6,20180419
2,1,False,False,False,233,30907,6,4,20190731
6,7,False,True,False,34,30908,6,2,20200109
3,6,False,False,False,221,30909,17,7,20200802
8,2,True,False,False,81,30910,22,5,20180208
8,0,True,False,False,81,30911,4,2,20220608
8,9,True,True,True,195,30912,4,6,20210215
6,7,False,True,False,40,30913,1,5,20190407
3,9,False,True,False,160,30914,17,4,20210907
10,7,True,True,True,24,30915,8,1,20180616
2,0,False,False,False,120,30916,18,2,20200613
9,2,True,False,False,40,30917,20,7,20220323
1,4,False,False,False,114,30918,15,5,20191123
3,8,False,True,False,45,30919,1,2,20180718
10,4,True,False,False,45,30920,9,2,20191125
5,4,False,False,False,244,30921,13,4,20201025
7,4,True,False,False,198,30922,6,5,20210330
10,3,True,False,False,45,30923,18,3,20200713
3,7,False,True,False,173,30924,6,6,20200626
9,4,True,False,False,136,30925,17,6,20180430
1,7,False,True,False,26,30926,19,2,20210309
6,2,False,False,False,12,30927,7,5,20211121
4,3,False,False,False,160,30928,3,4,20201016
2,2,False,False,False,109,30929,23,3,20200229
6,10,False,True,False,180,30930,11,7,20220503
6,1,False,False,False,229,30931,18,3,20210623
1,5,False,False,False,37,30932,8,2,20201129
2,2,False,False,False,83,30933,4,6,20191117
8,0,True,False,False,81,30934,6,2,20180623
3,5,False,False,False,182,30935,1,7,20181028
8,10,True,True,True,133,30936,1,1,20181205
4,3,False,False,False,64,30937,23,5,20201208
8,0,True,False,False,146,30938,12,1,20220221
5,0,False,False,False,241,30939,3,5,20200801
8,2,True,False,False,174,30940,15,3,20220531
7,5,True,False,False,187,30941,18,7,20201207
3,10,False,True,False,224,30942,21,6,20190123
6,9,False,True,False,213,30943,7,4,20211220
1,4,False,False,False,157,30944,5,4,20210617
4,1,False,False,False,38,30945,9,2,20210614
5,10,False,True,False,59,30946,11,4,20210206
5,9,False,True,False,148,30947,14,5,20191207
7,10,True,True,True,165,30948,13,5,20180716
7,7,True,True,True,162,30949,11,2,20220508
2,1,False,False,False,115,30950,7,5,20220523
9,4,True,False,False,128,30951,3,1,20200319
1,0,False,False,False,28,30952,13,2,20180809
9,2,True,False,False,48,30953,6,3,20211030
3,4,False,False,False,35,30954,17,6,20180927
3,5,False,False,False,111,30955,2,5,20220223
6,10,False,True,False,22,30956,24,4,20191109
0,1,False,False,False,118,30957,20,4,20190522
3,7,False,True,False,112,30958,17,1,20190501
10,10,True,True,True,231,30959,16,1,20190225
9,3,True,False,False,174,30960,13,6,20210424
3,1,False,False,False,105,30961,2,2,20190129
4,7,False,True,False,142,30962,2,4,20200802
10,4,True,False,False,11,30963,2,4,20191108
10,6,True,False,False,177,30964,2,2,20220615
2,1,False,False,False,41,30965,4,6,20220405
7,7,True,True,True,57,30966,23,1,20191012
0,10,False,True,False,117,30967,2,5,20180531
6,5,False,False,False,236,30968,12,2,20190901
3,6,False,False,False,213,30969,14,1,20201223
7,8,True,True,True,100,30970,13,4,20180131
2,8,False,True,False,129,30971,13,5,20210407
9,6,True,False,False,53,30972,13,1,20210314
9,2,True,False,False,219,30973,22,5,20190415
0,2,False,False,False,142,30974,6,3,20210410
8,8,True,True,True,203,30975,2,4,20210811
8,10,True,True,True,4,30976,13,6,20211119
1,1,False,False,False,234,30977,4,2,20190806
0,10,False,True,False,35,30978,9,7,20180630
5,3,False,False,False,68,30979,1,7,20190308
3,7,False,True,False,167,30980,13,6,20190913
2,1,False,False,False,146,30981,24,2,20190919
6,0,False,False,False,104,30982,10,3,20210909
6,0,False,False,False,190,30983,13,6,20210710
6,9,False,True,False,236,30984,9,5,20180113
2,7,False,True,False,91,30985,24,2,20210503
8,6,True,False,False,215,30986,16,3,20211118
10,10,True,True,True,59,30987,5,1,20190311
5,10,False,True,False,192,30988,10,2,20200119
9,8,True,True,True,9,30989,23,4,20200720
5,9,False,True,False,100,30990,3,3,20210920
7,10,True,True,True,117,30991,18,2,20210722
9,4,True,False,False,52,30992,6,5,20190303
1,10,False,True,False,166,30993,8,3,20210323
1,10,False,True,False,195,30994,8,2,20190306
0,4,False,False,False,21,30995,19,4,20200208
0,7,False,True,False,53,30996,7,5,20200317
10,4,True,False,False,17,30997,13,7,20190701
0,3,False,False,False,189,30998,7,2,20190822
1,10,False,True,False,80,30999,11,2,20190706
6,1,False,False,False,53,31000,2,7,20190206
3,0,False,False,False,9,31001,11,7,20210125
0,3,False,False,False,161,31002,5,1,20211216
4,9,False,True,False,120,31003,18,7,20190610
7,0,True,False,False,129,31004,13,1,20211119
0,7,False,True,False,217,31005,13,3,20200711
2,0,False,False,False,89,31006,13,3,20200428
7,5,True,False,False,149,31007,24,1,20180815
7,10,True,True,True,238,31008,22,4,20220701
7,8,True,True,True,91,31009,8,2,20220607
3,6,False,False,False,180,31010,2,7,20200306
8,4,True,False,False,33,31011,21,4,20220403
9,4,True,False,False,22,31012,21,6,20190815
6,2,False,False,False,232,31013,19,2,20200722
0,1,False,False,False,243,31014,23,6,20210629
8,0,True,False,False,2,31015,10,1,20190621
1,4,False,False,False,233,31016,17,4,20220522
7,9,True,True,True,103,31017,20,5,20220114
9,9,True,True,True,138,31018,13,2,20200329
2,7,False,True,False,60,31019,8,7,20220320
3,8,False,True,False,167,31020,20,2,20190107
0,3,False,False,False,168,31021,19,7,20200317
3,8,False,True,False,117,31022,22,7,20210629
5,10,False,True,False,244,31023,17,4,20210218
10,1,True,False,False,52,31024,8,1,20191210
2,1,False,False,False,222,31025,1,3,20191230
6,1,False,False,False,205,31026,21,1,20180102
5,10,False,True,False,167,31027,13,6,20220423
0,10,False,True,False,100,31028,2,6,20200512
10,1,True,False,False,169,31029,15,4,20190415
4,5,False,False,False,112,31030,3,2,20211218
7,0,True,False,False,22,31031,2,7,20190630
3,6,False,False,False,193,31032,11,4,20211015
0,6,False,False,False,76,31033,1,2,20200427
7,8,True,True,True,52,31034,12,4,20210101
9,4,True,False,False,62,31035,9,3,20190119
5,10,False,True,False,25,31036,7,7,20180515
5,9,False,True,False,172,31037,12,1,20201002
6,4,False,False,False,50,31038,12,2,20201028
2,0,False,False,False,20,31039,20,6,20181027
3,0,False,False,False,179,31040,11,5,20210725
5,6,False,False,False,37,31041,15,5,20180103
8,1,True,False,False,143,31042,6,6,20201217
3,6,False,False,False,209,31043,7,6,20210403
3,10,False,True,False,51,31044,3,5,20200512
8,7,True,True,True,59,31045,18,1,20210526
8,9,True,True,True,27,31046,13,1,20220201
1,2,False,False,False,199,31047,7,6,20210620
9,7,True,True,True,43,31048,23,5,20180821
